Clean Age,Country Name,Region,Indicator,Year,Unit of measurement
27,Jamaica,Americas,Victims of intentional homicide,2013,Counts
27,Guyana,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
5,Guatemala,Americas,Victims of intentional homicide,2020,Counts
27,Peru,Americas,Victims of intentional homicide,2020,Counts
22,Belgium,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
22,Canada,Americas,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
5,Mongolia,Asia,Victims of intentional homicide,2016,Counts
27,Germany,Europe,Persons arrested/suspected for intentional homicide,2010,Counts
22,Bhutan,Asia,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Canada,Americas,Victims of intentional homicide,2011,Counts
22,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
5,Colombia,Americas,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
5,Bahamas,Americas,Victims of intentional homicide,2015,Counts
22,Guyana,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Canada,Americas,Victims of intentional homicide,2017,Counts
5,Netherlands (Kingdom of the),Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
22,Italy,Europe,Victims of intentional homicide,2015,Counts
27,Bahamas,Americas,Victims of intentional homicide,2021,Counts
27,Poland,Europe,Victims of intentional homicide,2020,Counts
22,Argentina,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Kenya,Africa,Victims of intentional homicide,2015,Counts
27,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Germany,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Belgium,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
5,Serbia,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Iceland,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Guyana,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Honduras,Americas,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
27,United States of America,Americas,Victims of intentional homicide,2013,Counts
5,Ecuador,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Canada,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Denmark,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Kenya,Africa,Victims of intentional homicide,2018,"Rate per 100,000 population"
22,United Kingdom (England and Wales),Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Jordan,Asia,Victims of intentional homicide,2022,Counts
27,Singapore,Asia,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Albania,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
22,Dominican Republic,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
22,Honduras,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
22,Italy,Europe,Victims of intentional homicide,2014,Counts
22,Portugal,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Canada,Americas,Victims of intentional homicide,2010,Counts
22,Kenya,Africa,Victims of intentional homicide,2014,Counts
5,Latvia,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
27,Bahamas,Americas,Victims of intentional homicide,2020,Counts
5,Germany,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2022,Counts
27,Poland,Europe,Victims of intentional homicide,2021,Counts
5,Canada,Americas,Victims of intentional homicide,2016,Counts
5,Bahamas,Americas,Victims of intentional homicide,2014,Counts
22,Guatemala,Americas,Victims of intentional homicide,2018,Counts
22,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2018,Counts
27,Uruguay,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2011,Counts
27,Kazakhstan,Asia,Persons arrested/suspected for intentional homicide,2015,Counts
27,Australia,Oceania,Persons arrested/suspected for intentional homicide,2022,Counts
22,Kenya,Africa,Persons arrested/suspected for intentional homicide,2020,Counts
22,Barbados,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
22,North Macedonia,Europe,Victims of intentional homicide,2019,Counts
27,Netherlands (Kingdom of the),Europe,Victims of intentional homicide,2014,Counts
5,Bahamas,Americas,Victims of intentional homicide,2014,"Rate per 100,000 population"
5,Switzerland,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Croatia,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Iceland,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
22,Malta,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
27,United States of America,Americas,Persons arrested/suspected for intentional homicide,2008,Counts
5,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2017,Counts
27,Australia,Oceania,Victims of intentional homicide,2018,Counts
22,Switzerland,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
5,Canada,Americas,Victims of intentional homicide,2019,Counts
5,Japan,Asia,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
5,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2017,Counts
22,Italy,Europe,Victims of intentional homicide,2013,Counts
27,Poland,Europe,Victims of intentional homicide,2022,Counts
22,Kenya,Africa,Victims of intentional homicide,2013,Counts
22,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
5,Bahamas,Americas,Victims of intentional homicide,2013,Counts
5,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Costa Rica,Americas,Persons arrested/suspected for intentional homicide,2010,Counts
22,Uruguay,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Austria,Europe,Victims of intentional homicide,2011,Counts
5,Bahamas,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Austria,Europe,Victims of intentional homicide,2017,Counts
27,Portugal,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Suriname,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
22,Austria,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,France,Europe,Victims of intentional homicide,2020,Counts
27,Belize,Americas,Victims of intentional homicide,2019,Counts
22,Argentina,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
27,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
27,Barbados,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
22,Norway,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Argentina,Americas,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Iceland,Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
22,United Kingdom (Scotland),Europe,Victims of intentional homicide,2019,Counts
27,Czechia,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2008,Counts
27,Georgia,Asia,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
5,United Kingdom (Scotland),Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Guatemala,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
5,Uruguay,Americas,Victims of intentional homicide,2019,Counts
22,Jordan,Asia,Victims of intentional homicide,2021,Counts
27,Slovenia,Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
5,United Kingdom (Northern Ireland),Europe,Persons arrested/suspected for intentional homicide,2017,Counts
5,Dominican Republic,Americas,Victims of intentional homicide,2019,Counts
22,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Saint Lucia,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
27,Saint Vincent and the Grenadines,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,"China, Macao Special Administrative Region",Asia,Victims of intentional homicide,2021,Counts
22,Guyana,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,North Macedonia,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
27,Dominican Republic,Americas,Victims of intentional homicide,2022,Counts
27,Serbia,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Canada,Americas,Victims of intentional homicide,2021,Counts
5,Belize,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Denmark,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
27,Poland,Europe,Victims of intentional homicide,2016,Counts
27,Bahamas,Americas,Victims of intentional homicide,2017,Counts
27,Sri Lanka,Asia,Persons arrested/suspected for intentional homicide,2018,Counts
27,Ecuador,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
5,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Canada,Americas,Victims of intentional homicide,2015,Counts
5,Kenya,Africa,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Bosnia and Herzegovina,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Antigua and Barbuda,Americas,Victims of intentional homicide,2018,Counts
27,Iceland,Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
27,Honduras,Americas,Victims of intentional homicide,2018,Counts
27,Austria,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
27,Grenada,Americas,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Canada,Americas,Persons arrested/suspected for intentional homicide,2009,"Rate per 100,000 population"
5,Italy,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
5,Australia,Oceania,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,France,Europe,Victims of intentional homicide,2022,Counts
27,Netherlands (Kingdom of the),Europe,Victims of intentional homicide,2017,Counts
27,Cabo Verde,Africa,Persons arrested/suspected for intentional homicide,2017,Counts
27,Trinidad and Tobago,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
27,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
22,Türkiye,Asia,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2011,"Rate per 100,000 population"
27,Bahamas,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Serbia,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
5,Australia,Oceania,Victims of intentional homicide,2021,Counts
22,Spain,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
5,Sri Lanka,Asia,Victims of intentional homicide,2015,Counts
5,Bahamas,Americas,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Belize,Americas,Victims of intentional homicide,2017,Counts
22,Sweden,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Iceland,Europe,Persons arrested/suspected for intentional homicide,2013,Counts
22,Saint Lucia,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
22,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Serbia,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
27,Finland,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
5,Costa Rica,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Canada,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Iceland,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
5,Austria,Europe,Victims of intentional homicide,2013,Counts
22,Türkiye,Asia,Persons arrested/suspected for intentional homicide,2021,Counts
22,Panama,Americas,Victims of intentional homicide,2018,Counts
27,Italy,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
5,Austria,Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
22,Germany,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
22,Honduras,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2015,Counts
22,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2017,Counts
5,Honduras,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Latvia,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
22,Netherlands (Kingdom of the),Europe,Persons arrested/suspected for intentional homicide,2014,Counts
5,Singapore,Asia,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2015,Counts
22,Latvia,Europe,Victims of intentional homicide,2018,Counts
27,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2014,Counts
22,Croatia,Europe,Victims of intentional homicide,2017,Counts
5,Honduras,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
27,United Kingdom (England and Wales),Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
22,Chile,Americas,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Serbia,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Cabo Verde,Africa,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Honduras,Americas,Victims of intentional homicide,2020,Counts
22,Canada,Americas,Victims of intentional homicide,2011,"Rate per 100,000 population"
5,Honduras,Americas,Victims of intentional homicide,2014,Counts
27,Denmark,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Liechtenstein,Europe,Victims of intentional homicide,2016,Counts
22,Dominica,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,Algeria,Africa,Victims of intentional homicide,2022,Counts
22,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2013,Counts
27,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
22,Canada,Americas,Victims of intentional homicide,2012,Counts
5,Italy,Europe,Victims of intentional homicide,2018,Counts
22,Poland,Europe,Victims of intentional homicide,2019,Counts
22,Grenada,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Italy,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Bahamas,Americas,Victims of intentional homicide,2018,Counts
5,Kenya,Africa,Victims of intentional homicide,2018,Counts
27,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,United States of America,Americas,Victims of intentional homicide,2016,Counts
5,Czechia,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
22,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Suriname,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
22,Lithuania,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Denmark,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
22,Spain,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Norway,Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
27,Jamaica,Americas,Persons arrested/suspected for intentional homicide,2016,Counts
5,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
22,Malta,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Kenya,Africa,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Iceland,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
5,Barbados,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
27,North Macedonia,Europe,Victims of intentional homicide,2022,Counts
5,Serbia,Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
22,Uruguay,Americas,Victims of intentional homicide,2022,Counts
5,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
22,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,Saint Lucia,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2022,Counts
27,Serbia,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Denmark,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
27,Kenya,Africa,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,Ecuador,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,United Kingdom (Northern Ireland),Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Honduras,Americas,Victims of intentional homicide,2022,Counts
5,Serbia,Europe,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Azerbaijan,Asia,Persons arrested/suspected for intentional homicide,2018,Counts
22,Croatia,Europe,Victims of intentional homicide,2019,Counts
27,Singapore,Asia,Persons arrested/suspected for intentional homicide,2015,Counts
27,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2008,"Rate per 100,000 population"
27,Serbia,Europe,Persons arrested/suspected for intentional homicide,2009,"Rate per 100,000 population"
5,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2017,Counts
22,Hungary,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
5,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
5,Algeria,Africa,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Panama,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
27,Holy See,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
22,Suriname,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Bahamas,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
22,Colombia,Americas,Persons arrested/suspected for intentional homicide,2015,Counts
27,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2012,"Rate per 100,000 population"
22,Italy,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Portugal,Europe,Victims of intentional homicide,2010,"Rate per 100,000 population"
5,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Croatia,Europe,Victims of intentional homicide,2018,Counts
5,Trinidad and Tobago,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
5,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2019,Counts
5,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2019,Counts
5,Guyana,Americas,Victims of intentional homicide,2017,Counts
22,Canada,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Estonia,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Serbia,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
22,Singapore,Asia,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Latvia,Europe,Victims of intentional homicide,2022,Counts
22,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2016,Counts
27,United States of America,Americas,Persons arrested/suspected for intentional homicide,2010,"Rate per 100,000 population"
27,Austria,Europe,Victims of intentional homicide,2019,Counts
5,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,Panama,Americas,Victims of intentional homicide,2022,Counts
5,Dominican Republic,Americas,Victims of intentional homicide,2018,Counts
27,United Republic of Tanzania,Africa,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Mexico,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Canada,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Italy,Europe,Victims of intentional homicide,2017,Counts
22,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Kenya,Africa,Victims of intentional homicide,2017,Counts
27,Slovakia,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,Bahamas,Americas,Victims of intentional homicide,2011,Counts
5,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Japan,Asia,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
22,Canada,Americas,Victims of intentional homicide,2021,Counts
22,France,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
27,Guatemala,Americas,Victims of intentional homicide,2022,Counts
27,Russian Federation,Europe,Persons arrested/suspected for intentional homicide,2009,Counts
22,Sri Lanka,Asia,Victims of intentional homicide,2016,Counts
5,Czechia,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
27,Finland,Europe,Victims of intentional homicide,2014,Counts
27,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2013,Counts
22,United Kingdom (Scotland),Europe,Victims of intentional homicide,2021,Counts
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
5,Australia,Oceania,Persons arrested/suspected for intentional homicide,2016,Counts
22,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
27,Barbados,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
22,Austria,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2012,"Rate per 100,000 population"
22,Ecuador,Americas,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Suriname,Americas,Victims of intentional homicide,2018,Counts
27,Türkiye,Asia,Persons arrested/suspected for intentional homicide,2015,Counts
27,Suriname,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
27,Czechia,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
22,Australia,Oceania,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
22,Germany,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
27,Belgium,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Croatia,Europe,Victims of intentional homicide,2016,Counts
22,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Lithuania,Europe,Victims of intentional homicide,2013,"Rate per 100,000 population"
27,Italy,Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
22,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
5,Guyana,Americas,Victims of intentional homicide,2019,Counts
27,Bhutan,Asia,Victims of intentional homicide,2015,Counts
22,Honduras,Americas,Victims of intentional homicide,2021,Counts
22,Guyana,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
22,Türkiye,Asia,Victims of intentional homicide,2016,"Rate per 100,000 population"
5,Saint Lucia,Americas,Victims of intentional homicide,2017,Counts
27,Panama,Americas,Victims of intentional homicide,2020,Counts
27,Germany,Europe,Persons arrested/suspected for intentional homicide,2008,Counts
22,Azerbaijan,Asia,Persons arrested/suspected for intentional homicide,2020,Counts
27,Latvia,Europe,Victims of intentional homicide,2020,Counts
27,Guyana,Americas,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Slovenia,Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
27,Bosnia and Herzegovina,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Czechia,Europe,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
22,Switzerland,Europe,Victims of intentional homicide,2014,Counts
22,Austria,Europe,Victims of intentional homicide,2017,Counts
27,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2015,Counts
22,Trinidad and Tobago,Americas,Victims of intentional homicide,2020,Counts
27,Monaco,Europe,Persons arrested/suspected for intentional homicide,2013,"Rate per 100,000 population"
27,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
27,Jamaica,Americas,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
27,Serbia,Europe,Victims of intentional homicide,2012,"Rate per 100,000 population"
22,Saint Kitts and Nevis,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Argentina,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
22,Guyana,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
27,Mongolia,Asia,Victims of intentional homicide,2013,Counts
27,Peru,Americas,Victims of intentional homicide,2019,Counts
5,Jamaica,Americas,Victims of intentional homicide,2016,Counts
27,Norway,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Japan,Asia,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
22,Costa Rica,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
22,Austria,Europe,Victims of intentional homicide,2016,Counts
5,Saint Lucia,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
27,Honduras,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,"China, Hong Kong Special Administrative Region",Asia,Victims of intentional homicide,2022,Counts
27,Guatemala,Americas,Persons arrested/suspected for intentional homicide,2019,Counts
5,Lithuania,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
27,France,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
27,Portugal,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,Panama,Americas,Victims of intentional homicide,2021,Counts
5,Türkiye,Asia,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Finland,Europe,Persons arrested/suspected for intentional homicide,2010,"Rate per 100,000 population"
27,Latvia,Europe,Victims of intentional homicide,2021,Counts
22,Sri Lanka,Asia,Victims of intentional homicide,2017,Counts
27,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
5,Panama,Americas,Victims of intentional homicide,2015,Counts
22,Dominica,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Belize,Americas,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Spain,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
27,United States of America,Americas,Victims of intentional homicide,2015,Counts
27,Switzerland,Europe,Victims of intentional homicide,2015,Counts
27,Belgium,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
5,Cabo Verde,Africa,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
22,Iceland,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
22,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Kenya,Africa,Persons arrested/suspected for intentional homicide,2016,Counts
5,Colombia,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Australia,Oceania,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,Serbia,Europe,Victims of intentional homicide,2020,Counts
27,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
27,Mongolia,Asia,Persons arrested/suspected for intentional homicide,2009,Counts
22,Sweden,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Iceland,Europe,Victims of intentional homicide,2018,Counts
22,Singapore,Asia,Persons arrested/suspected for intentional homicide,2020,Counts
5,Honduras,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Bahamas,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,Dominican Republic,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
22,Canada,Americas,Persons arrested/suspected for intentional homicide,2013,Counts
